"method","pc","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"SVC.c30",69,0.92,0.71,0.54,0.53,0.88,0.69,0.62,0.48,0.94,0.48,0.96,0.49,0.91,0.78,0.61,0.62,0.92,0.76,0.69,0.53,0.93,0.74,0.59,0.59,0.89,0.87,0.54,0.49,0.94,0.68,0.53,0.62,0.92,0.69,0.61,0.45,0.91,0.61,0.53,0.53,0.92,0.74,0.58,0.58,0.94,0.65,0.58,0.62,0.89,0.72,0.64,0.59,0.92,0.76,0.54,0.49,0.91,0.81,0.5,0.52,0.93,0.75,0.49,0.56,0.93,0.78,0.56,0.58,0.93,0.55,0.66,0.55,0.91,0.83,0.49,0.59,0.92,0.74,0.48,0.51
"SVC.c50",69,0.95,0.73,0.55,0.52,0.9,0.59,0.64,0.49,0.95,0.52,0.99,0.59,0.92,0.81,0.6,0.64,0.93,0.81,0.62,0.49,0.94,0.82,0.67,0.62,0.92,0.76,0.51,0.48,0.96,0.65,0.54,0.64,0.95,0.76,0.6,0.48,0.93,0.72,0.54,0.57,0.94,0.76,0.66,0.61,0.96,0.6,0.58,0.63,0.91,0.69,0.62,0.61,0.95,0.82,0.54,0.47,0.93,0.62,0.5,0.49,0.96,0.75,0.5,0.59,0.95,0.82,0.57,0.61,0.94,0.59,0.66,0.56,0.93,0.74,0.51,0.59,0.94,0.8,0.49,0.59
"SVC.c80",69,0.97,0.84,0.57,0.59,0.93,0.68,0.68,0.57,0.97,0.63,0.97,0.63,0.94,0.81,0.61,0.65,0.94,0.71,0.54,0.61,0.96,0.63,0.72,0.63,0.94,0.72,0.49,0.47,0.97,0.62,0.56,0.66,0.97,0.82,0.56,0.48,0.94,0.69,0.56,0.6,0.97,0.82,0.71,0.61,0.96,0.61,0.51,0.65,0.94,0.66,0.61,0.61,0.97,0.74,0.49,0.5,0.95,0.64,0.56,0.5,0.97,0.74,0.57,0.6,0.97,0.68,0.55,0.64,0.96,0.63,0.66,0.59,0.95,0.57,0.54,0.58,0.96,0.8,0.56,0.64
"SVC.c100",69,0.98,0.72,0.58,0.59,0.94,0.64,0.69,0.57,0.97,0.74,0.96,0.65,0.96,0.79,0.64,0.65,0.95,0.8,0.53,0.63,0.97,0.72,0.74,0.63,0.95,0.66,0.49,0.48,0.97,0.67,0.54,0.66,0.97,0.8,0.54,0.48,0.95,0.76,0.55,0.61,0.98,0.71,0.7,0.61,0.96,0.66,0.5,0.67,0.95,0.63,0.63,0.61,0.98,0.78,0.49,0.49,0.95,0.83,0.51,0.56,0.98,0.76,0.54,0.61,0.97,0.72,0.57,0.64,0.97,0.77,0.66,0.62,0.96,0.68,0.56,0.54,0.95,0.65,0.55,0.63
"RandomForest",69,1,0.61,0.66,0.5,1,0.49,0.53,0.51,1,0.71,0.99,0.5,1,0.51,0.57,0.51,1,0.61,0.53,0.5,1,0.59,0.56,0.51,1,0.62,0.57,0.52,1,0.59,0.67,0.51,1,0.6,0.52,0.51,1,0.66,0.73,0.51,1,0.58,0.39,0.5,1,0.53,0.47,0.5,1,0.5,0.53,0.51,1,0.6,0.56,0.51,1,0.55,0.5,0.49,1,0.6,0.54,0.5,1,0.58,0.66,0.51,1,0.68,0.85,0.51,1,0.55,0.46,0.52,1,0.62,0.75,0.51
"Logistic",73,1,0.53,0.61,0.57,1,0.57,0.58,0.56,1,0.55,0.61,0.55,1,0.62,0.56,0.56,1,0.6,0.6,0.53,1,0.59,0.61,0.57,1,0.63,0.57,0.56,1,0.5,0.55,0.54,1,0.54,0.56,0.55,1,0.53,0.57,0.53,1,0.54,0.68,0.56,1,0.74,0.56,0.6,1,0.59,0.58,0.52,1,0.59,0.56,0.6,1,0.67,0.55,0.56,1,0.6,0.59,0.56,1,0.53,0.65,0.59,1,0.63,0.61,0.56,1,0.61,0.6,0.55,1,0.53,0.67,0.52
"SVC.c5",73,0.86,0.75,0.64,0.5,0.87,0.6,0.57,0.52,0.91,0.72,0.97,0.5,0.92,0.67,0.52,0.57,0.89,0.69,0.67,0.5,0.91,0.65,0.62,0.57,0.87,0.61,0.6,0.54,0.91,0.79,0.58,0.57,0.9,0.59,0.6,0.48,0.85,0.79,0.64,0.5,0.92,0.68,0.83,0.5,0.9,0.68,0.55,0.57,0.88,0.58,0.65,0.53,0.88,0.75,0.49,0.52,0.86,0.58,0.49,0.5,0.92,0.66,0.51,0.52,0.89,0.79,0.72,0.51,0.88,0.69,0.66,0.5,0.9,0.63,0.5,0.57,0.89,0.69,0.69,0.51
"SVC.c10",73,0.87,0.82,0.62,0.5,0.88,0.67,0.58,0.51,0.91,0.64,0.97,0.5,0.92,0.67,0.52,0.57,0.89,0.64,0.67,0.5,0.91,0.71,0.62,0.57,0.87,0.66,0.6,0.54,0.91,0.82,0.58,0.57,0.9,0.7,0.6,0.48,0.86,0.8,0.63,0.49,0.92,0.79,0.83,0.5,0.9,0.81,0.55,0.57,0.88,0.48,0.65,0.53,0.88,0.73,0.48,0.52,0.87,0.61,0.51,0.51,0.92,0.66,0.51,0.52,0.89,0.73,0.72,0.51,0.88,0.74,0.65,0.5,0.9,0.74,0.49,0.57,0.9,0.75,0.69,0.51
"SVC.c30",73,0.94,0.66,0.57,0.53,0.93,0.78,0.72,0.5,0.94,0.5,0.99,0.54,0.94,0.74,0.65,0.52,0.93,0.76,0.63,0.55,0.96,0.64,0.74,0.58,0.92,0.66,0.53,0.53,0.96,0.69,0.63,0.6,0.94,0.72,0.6,0.48,0.92,0.74,0.61,0.51,0.95,0.77,0.91,0.51,0.95,0.68,0.54,0.59,0.93,0.67,0.53,0.5,0.95,0.79,0.46,0.51,0.94,0.76,0.65,0.52,0.96,0.79,0.5,0.49,0.91,0.83,0.54,0.52,0.94,0.7,0.68,0.47,0.96,0.77,0.66,0.56,0.95,0.75,0.75,0.57
"SVC.c50",73,0.97,0.66,0.57,0.49,0.97,0.79,0.71,0.52,0.96,0.5,0.99,0.51,0.97,0.82,0.75,0.53,0.95,0.66,0.59,0.57,0.98,0.56,0.77,0.59,0.95,0.68,0.51,0.53,0.97,0.65,0.63,0.59,0.97,0.74,0.61,0.48,0.95,0.74,0.63,0.47,0.96,0.85,0.92,0.47,0.97,0.66,0.55,0.6,0.94,0.76,0.52,0.52,0.97,0.82,0.49,0.5,0.96,0.71,0.68,0.51,0.98,0.73,0.59,0.52,0.94,0.77,0.53,0.51,0.95,0.69,0.69,0.46,0.97,0.79,0.67,0.57,0.97,0.71,0.79,0.59
"SVC.c80",73,0.98,0.7,0.55,0.52,0.99,0.81,0.66,0.52,0.99,0.54,0.96,0.56,0.98,0.76,0.78,0.53,0.97,0.71,0.56,0.58,0.99,0.51,0.77,0.57,0.98,0.72,0.55,0.56,0.98,0.65,0.6,0.57,0.99,0.71,0.65,0.49,0.97,0.71,0.58,0.49,0.98,0.84,0.87,0.48,0.96,0.58,0.59,0.6,0.96,0.78,0.51,0.47,0.99,0.71,0.47,0.48,0.98,0.73,0.64,0.5,0.99,0.62,0.58,0.5,0.98,0.73,0.56,0.53,0.97,0.72,0.72,0.45,0.98,0.56,0.68,0.55,0.98,0.85,0.73,0.58
"SVC.c100",73,0.99,0.63,0.55,0.51,1,0.71,0.64,0.52,1,0.55,0.94,0.55,0.99,0.71,0.82,0.54,0.98,0.7,0.56,0.58,0.99,0.47,0.77,0.56,0.99,0.71,0.54,0.56,0.99,0.62,0.59,0.55,0.99,0.66,0.65,0.5,0.97,0.69,0.56,0.53,0.99,0.84,0.86,0.48,0.97,0.69,0.61,0.59,0.97,0.67,0.51,0.47,0.99,0.76,0.47,0.48,0.99,0.8,0.63,0.5,0.99,0.76,0.57,0.51,0.99,0.61,0.57,0.53,0.97,0.84,0.72,0.46,0.99,0.62,0.69,0.53,0.98,0.73,0.72,0.58
"RandomForest",73,1,0.6,0.66,0.5,1,0.5,0.54,0.5,1,0.72,0.99,0.5,1,0.53,0.47,0.5,1,0.59,0.51,0.51,1,0.59,0.56,0.5,1,0.6,0.57,0.51,1,0.56,0.67,0.51,1,0.6,0.51,0.51,1,0.65,0.73,0.5,1,0.58,0.39,0.5,1,0.52,0.46,0.5,1,0.53,0.54,0.52,1,0.6,0.57,0.5,1,0.52,0.52,0.52,1,0.58,0.54,0.5,1,0.61,0.64,0.51,1,0.67,0.85,0.5,1,0.51,0.47,0.51,1,0.63,0.76,0.52
"Logistic",77,1,0.53,0.61,0.57,1,0.57,0.58,0.56,1,0.55,0.61,0.55,1,0.62,0.56,0.56,1,0.6,0.6,0.53,1,0.59,0.61,0.57,1,0.63,0.57,0.56,1,0.5,0.55,0.54,1,0.54,0.56,0.55,1,0.53,0.57,0.53,1,0.54,0.68,0.56,1,0.74,0.56,0.6,1,0.59,0.58,0.52,1,0.59,0.56,0.6,1,0.67,0.55,0.56,1,0.6,0.59,0.56,1,0.53,0.65,0.59,1,0.63,0.61,0.56,1,0.61,0.6,0.55,1,0.53,0.67,0.52
"SVC.c5",77,0.87,0.58,0.62,0.51,0.88,0.55,0.53,0.52,0.92,0.79,0.99,0.51,0.91,0.65,0.57,0.58,0.9,0.62,0.72,0.53,0.9,0.62,0.62,0.58,0.88,0.58,0.66,0.51,0.92,0.67,0.55,0.56,0.91,0.5,0.58,0.52,0.85,0.72,0.62,0.5,0.92,0.57,0.85,0.49,0.9,0.63,0.56,0.55,0.88,0.56,0.66,0.53,0.89,0.67,0.5,0.51,0.87,0.6,0.6,0.54,0.91,0.54,0.49,0.53,0.89,0.76,0.66,0.52,0.89,0.63,0.67,0.51,0.9,0.56,0.52,0.58,0.89,0.65,0.74,0.51
"SVC.c10",77,0.88,0.81,0.6,0.5,0.88,0.55,0.53,0.51,0.92,0.67,0.99,0.51,0.91,0.67,0.57,0.58,0.9,0.57,0.72,0.53,0.91,0.75,0.62,0.58,0.88,0.58,0.66,0.51,0.92,0.79,0.55,0.56,0.91,0.53,0.58,0.52,0.87,0.84,0.62,0.5,0.92,0.56,0.85,0.49,0.9,0.72,0.56,0.55,0.88,0.52,0.67,0.53,0.89,0.72,0.49,0.51,0.89,0.66,0.58,0.54,0.91,0.56,0.49,0.53,0.89,0.7,0.65,0.52,0.9,0.73,0.66,0.51,0.91,0.6,0.52,0.57,0.9,0.74,0.72,0.5
"SVC.c30",77,0.95,0.8,0.51,0.5,0.95,0.74,0.65,0.5,0.96,0.52,1,0.5,0.95,0.74,0.65,0.57,0.94,0.65,0.69,0.54,0.96,0.8,0.7,0.58,0.94,0.57,0.58,0.51,0.96,0.78,0.56,0.5,0.95,0.81,0.59,0.49,0.93,0.79,0.51,0.49,0.95,0.73,0.9,0.48,0.96,0.78,0.54,0.57,0.93,0.6,0.58,0.48,0.95,0.75,0.58,0.51,0.97,0.77,0.64,0.53,0.97,0.69,0.58,0.5,0.95,0.83,0.69,0.52,0.93,0.82,0.6,0.47,0.96,0.72,0.51,0.51,0.95,0.78,0.73,0.55
"SVC.c50",77,0.97,0.74,0.54,0.52,0.98,0.8,0.6,0.51,0.98,0.58,1,0.57,0.97,0.83,0.72,0.55,0.96,0.6,0.63,0.54,0.98,0.73,0.74,0.59,0.95,0.76,0.5,0.52,0.97,0.72,0.55,0.53,0.96,0.78,0.61,0.49,0.95,0.76,0.51,0.49,0.96,0.8,0.92,0.49,0.98,0.79,0.53,0.59,0.95,0.71,0.58,0.5,0.97,0.74,0.58,0.53,0.99,0.73,0.61,0.51,0.99,0.79,0.53,0.53,0.97,0.79,0.71,0.53,0.93,0.72,0.62,0.44,0.98,0.88,0.55,0.49,0.97,0.76,0.74,0.55
"SVC.c80",77,0.98,0.8,0.57,0.54,0.99,0.74,0.55,0.52,0.99,0.53,0.96,0.57,0.98,0.82,0.77,0.56,0.97,0.71,0.59,0.57,1,0.69,0.74,0.56,0.98,0.75,0.52,0.56,0.98,0.67,0.57,0.54,0.98,0.73,0.63,0.5,0.97,0.73,0.53,0.51,0.98,0.75,0.97,0.5,0.98,0.75,0.51,0.59,0.97,0.76,0.53,0.49,0.99,0.66,0.59,0.56,1,0.77,0.52,0.53,0.99,0.83,0.52,0.51,0.99,0.75,0.66,0.52,0.95,0.79,0.61,0.47,0.99,0.64,0.57,0.52,0.98,0.79,0.76,0.55
"SVC.c100",77,0.99,0.68,0.59,0.54,1,0.7,0.55,0.53,1,0.55,0.96,0.56,0.99,0.76,0.75,0.56,0.98,0.63,0.58,0.56,1,0.63,0.73,0.56,0.99,0.71,0.51,0.58,0.99,0.72,0.57,0.54,0.99,0.74,0.63,0.5,0.98,0.77,0.53,0.52,0.99,0.7,0.98,0.5,0.98,0.75,0.54,0.59,0.98,0.72,0.53,0.5,1,0.78,0.58,0.58,1,0.63,0.52,0.53,0.99,0.83,0.53,0.51,0.99,0.76,0.69,0.51,0.97,0.88,0.61,0.48,1,0.68,0.62,0.54,0.98,0.76,0.76,0.53
"RandomForest",77,1,0.59,0.66,0.5,1,0.5,0.54,0.51,1,0.71,0.97,0.51,1,0.51,0.54,0.5,1,0.59,0.52,0.5,1,0.61,0.55,0.5,1,0.62,0.54,0.51,1,0.57,0.66,0.52,1,0.62,0.53,0.51,1,0.7,0.73,0.5,1,0.58,0.4,0.51,1,0.53,0.48,0.51,1,0.51,0.58,0.51,1,0.63,0.57,0.5,1,0.55,0.52,0.5,1,0.58,0.54,0.5,1,0.6,0.68,0.52,1,0.7,0.84,0.5,1,0.54,0.49,0.51,1,0.62,0.73,0.53
"Logistic",81,1,0.53,0.61,0.57,1,0.57,0.58,0.56,1,0.55,0.61,0.55,1,0.62,0.56,0.56,1,0.6,0.6,0.53,1,0.59,0.61,0.57,1,0.63,0.57,0.56,1,0.5,0.55,0.54,1,0.54,0.56,0.55,1,0.53,0.57,0.53,1,0.54,0.68,0.56,1,0.74,0.56,0.6,1,0.59,0.58,0.52,1,0.59,0.56,0.6,1,0.67,0.55,0.56,1,0.6,0.59,0.56,1,0.53,0.65,0.59,1,0.63,0.61,0.56,1,0.61,0.6,0.55,1,0.53,0.67,0.52
"SVC.c5",81,0.87,0.5,0.59,0.51,0.89,0.58,0.56,0.51,0.93,0.71,0.99,0.5,0.91,0.53,0.61,0.58,0.9,0.47,0.62,0.57,0.92,0.54,0.7,0.56,0.89,0.51,0.63,0.5,0.9,0.63,0.7,0.53,0.9,0.5,0.62,0.5,0.86,0.55,0.63,0.5,0.9,0.5,0.86,0.5,0.88,0.52,0.5,0.53,0.86,0.63,0.52,0.56,0.89,0.51,0.55,0.53,0.88,0.48,0.72,0.55,0.9,0.45,0.47,0.51,0.87,0.69,0.78,0.5,0.89,0.52,0.7,0.51,0.89,0.49,0.68,0.56,0.89,0.54,0.75,0.51
"SVC.c10",81,0.88,0.62,0.61,0.5,0.89,0.59,0.58,0.51,0.93,0.79,0.99,0.5,0.91,0.55,0.61,0.58,0.9,0.55,0.63,0.57,0.92,0.59,0.69,0.55,0.89,0.53,0.63,0.5,0.91,0.72,0.69,0.52,0.9,0.54,0.62,0.5,0.87,0.76,0.63,0.5,0.9,0.55,0.86,0.5,0.89,0.57,0.5,0.54,0.88,0.6,0.51,0.55,0.9,0.49,0.56,0.53,0.91,0.56,0.65,0.54,0.9,0.55,0.47,0.51,0.87,0.67,0.76,0.5,0.89,0.62,0.68,0.51,0.91,0.47,0.62,0.56,0.9,0.5,0.73,0.5
"SVC.c30",81,0.95,0.62,0.52,0.5,0.95,0.57,0.64,0.5,0.96,0.8,1,0.5,0.94,0.71,0.59,0.58,0.94,0.54,0.65,0.56,0.97,0.81,0.7,0.57,0.95,0.53,0.57,0.49,0.96,0.78,0.63,0.57,0.94,0.65,0.6,0.49,0.94,0.65,0.52,0.49,0.95,0.52,0.86,0.48,0.95,0.8,0.53,0.57,0.94,0.56,0.6,0.5,0.95,0.52,0.65,0.51,0.96,0.61,0.63,0.5,0.96,0.58,0.54,0.5,0.96,0.76,0.75,0.54,0.92,0.76,0.65,0.48,0.96,0.6,0.65,0.53,0.95,0.52,0.75,0.55
"SVC.c50",81,0.97,0.57,0.55,0.51,0.98,0.59,0.63,0.52,0.98,0.7,1,0.55,0.95,0.71,0.64,0.58,0.96,0.55,0.64,0.55,0.97,0.85,0.76,0.54,0.97,0.63,0.53,0.53,0.98,0.76,0.6,0.56,0.96,0.65,0.59,0.5,0.95,0.67,0.52,0.52,0.95,0.59,0.88,0.51,0.97,0.65,0.51,0.57,0.96,0.51,0.61,0.48,0.96,0.51,0.66,0.53,0.99,0.7,0.64,0.51,0.98,0.59,0.52,0.5,0.99,0.7,0.73,0.53,0.93,0.59,0.67,0.46,0.97,0.78,0.66,0.52,0.97,0.56,0.79,0.55
"SVC.c80",81,0.98,0.63,0.54,0.52,0.99,0.72,0.58,0.54,0.99,0.77,0.99,0.54,0.98,0.77,0.63,0.58,0.97,0.54,0.6,0.51,0.97,0.77,0.77,0.53,0.99,0.63,0.51,0.57,0.98,0.71,0.64,0.54,0.96,0.62,0.61,0.49,0.97,0.72,0.53,0.51,0.96,0.51,0.87,0.5,0.98,0.59,0.51,0.58,0.97,0.55,0.58,0.49,0.98,0.5,0.66,0.6,1,0.74,0.65,0.51,0.99,0.66,0.56,0.51,1,0.47,0.71,0.52,0.94,0.67,0.71,0.47,0.98,0.79,0.66,0.53,0.97,0.68,0.82,0.49
"SVC.c100",81,0.99,0.52,0.55,0.52,1,0.62,0.58,0.53,1,0.74,0.99,0.55,0.99,0.59,0.57,0.58,0.98,0.49,0.58,0.55,0.98,0.66,0.8,0.53,0.99,0.56,0.51,0.58,0.99,0.76,0.64,0.48,0.98,0.58,0.64,0.5,0.98,0.71,0.54,0.52,0.97,0.51,0.84,0.51,0.99,0.61,0.53,0.58,0.98,0.51,0.59,0.49,0.99,0.57,0.62,0.61,1,0.8,0.67,0.5,1,0.76,0.57,0.51,1,0.69,0.73,0.51,0.95,0.63,0.72,0.47,0.99,0.82,0.71,0.55,0.97,0.67,0.82,0.49
"RandomForest",81,1,0.61,0.65,0.5,1,0.54,0.55,0.51,1,0.69,0.97,0.51,1,0.53,0.56,0.5,1,0.59,0.5,0.51,1,0.6,0.55,0.51,1,0.63,0.52,0.51,1,0.59,0.67,0.51,1,0.59,0.52,0.51,1,0.66,0.71,0.51,1,0.56,0.42,0.51,1,0.54,0.47,0.51,1,0.53,0.58,0.51,1,0.61,0.57,0.5,1,0.55,0.52,0.5,1,0.59,0.55,0.5,1,0.6,0.66,0.52,1,0.65,0.84,0.51,1,0.51,0.48,0.51,1,0.61,0.73,0.52
"Logistic",85,1,0.53,0.61,0.57,1,0.57,0.58,0.56,1,0.55,0.61,0.55,1,0.62,0.56,0.56,1,0.6,0.6,0.53,1,0.59,0.61,0.57,1,0.63,0.57,0.56,1,0.5,0.55,0.54,1,0.54,0.56,0.55,1,0.53,0.57,0.53,1,0.54,0.68,0.56,1,0.74,0.56,0.6,1,0.59,0.58,0.52,1,0.59,0.56,0.6,1,0.67,0.55,0.56,1,0.6,0.59,0.56,1,0.53,0.65,0.59,1,0.63,0.61,0.56,1,0.61,0.6,0.55,1,0.53,0.67,0.52
"SVC.c5",85,0.86,0.54,0.69,0.53,0.9,0.63,0.54,0.56,0.93,0.61,0.99,0.53,0.92,0.44,0.49,0.55,0.91,0.63,0.6,0.52,0.92,0.48,0.68,0.54,0.89,0.62,0.66,0.52,0.9,0.56,0.74,0.52,0.89,0.55,0.66,0.5,0.86,0.56,0.64,0.53,0.9,0.59,0.81,0.51,0.9,0.57,0.68,0.52,0.86,0.62,0.53,0.51,0.89,0.49,0.56,0.54,0.89,0.51,0.72,0.51,0.89,0.59,0.51,0.51,0.87,0.67,0.87,0.53,0.9,0.53,0.73,0.52,0.9,0.55,0.66,0.51,0.89,0.62,0.77,0.57
"SVC.c10",85,0.89,0.53,0.62,0.52,0.91,0.61,0.58,0.53,0.94,0.73,0.99,0.53,0.92,0.55,0.49,0.55,0.91,0.62,0.6,0.52,0.93,0.53,0.7,0.54,0.89,0.64,0.66,0.52,0.9,0.68,0.73,0.51,0.89,0.6,0.65,0.5,0.87,0.63,0.64,0.52,0.9,0.62,0.8,0.51,0.91,0.71,0.67,0.5,0.88,0.64,0.53,0.51,0.9,0.5,0.54,0.53,0.91,0.57,0.72,0.51,0.9,0.56,0.52,0.51,0.88,0.6,0.79,0.53,0.9,0.5,0.73,0.51,0.92,0.51,0.71,0.53,0.91,0.57,0.74,0.54
"SVC.c30",85,0.95,0.58,0.53,0.51,0.96,0.47,0.61,0.5,0.95,0.81,1,0.49,0.94,0.6,0.66,0.57,0.93,0.54,0.63,0.5,0.94,0.81,0.64,0.53,0.95,0.56,0.59,0.51,0.95,0.8,0.66,0.53,0.95,0.47,0.61,0.51,0.94,0.51,0.56,0.5,0.95,0.63,0.85,0.49,0.95,0.84,0.56,0.5,0.93,0.64,0.64,0.51,0.95,0.57,0.69,0.55,0.97,0.72,0.57,0.51,0.96,0.56,0.51,0.52,0.94,0.72,0.63,0.5,0.93,0.63,0.59,0.49,0.96,0.77,0.69,0.49,0.95,0.54,0.72,0.5
"SVC.c50",85,0.97,0.6,0.53,0.51,0.99,0.51,0.57,0.53,0.97,0.66,0.99,0.49,0.95,0.64,0.69,0.56,0.95,0.56,0.61,0.51,0.96,0.81,0.7,0.51,0.97,0.48,0.59,0.54,0.97,0.66,0.63,0.54,0.96,0.54,0.6,0.5,0.95,0.61,0.55,0.51,0.95,0.58,0.86,0.51,0.98,0.62,0.6,0.51,0.95,0.6,0.64,0.51,0.97,0.59,0.71,0.57,0.99,0.66,0.48,0.53,0.98,0.58,0.5,0.56,0.99,0.63,0.74,0.54,0.93,0.51,0.56,0.48,0.98,0.71,0.71,0.49,0.97,0.56,0.78,0.52
"SVC.c80",85,0.99,0.51,0.5,0.51,1,0.62,0.51,0.57,1,0.75,0.99,0.51,0.98,0.71,0.72,0.54,0.98,0.57,0.58,0.52,0.97,0.79,0.76,0.51,0.97,0.51,0.56,0.59,0.99,0.63,0.67,0.55,0.97,0.5,0.6,0.5,0.98,0.55,0.53,0.51,0.96,0.65,0.84,0.52,0.97,0.64,0.62,0.53,0.97,0.55,0.62,0.52,0.99,0.59,0.69,0.63,1,0.68,0.6,0.47,0.99,0.7,0.51,0.57,1,0.6,0.72,0.56,0.95,0.56,0.64,0.49,0.99,0.78,0.73,0.52,0.97,0.65,0.86,0.53
"SVC.c100",85,0.99,0.58,0.52,0.51,1,0.64,0.5,0.57,1,0.68,0.96,0.51,0.99,0.63,0.73,0.54,0.99,0.57,0.58,0.53,0.99,0.7,0.77,0.51,0.98,0.51,0.55,0.59,0.99,0.69,0.71,0.56,0.99,0.53,0.64,0.52,0.98,0.56,0.53,0.52,0.97,0.62,0.8,0.5,0.98,0.66,0.62,0.49,0.98,0.59,0.61,0.52,0.99,0.55,0.67,0.63,1,0.77,0.62,0.48,0.99,0.77,0.53,0.56,1,0.73,0.71,0.56,0.96,0.55,0.68,0.5,0.99,0.81,0.75,0.52,0.97,0.64,0.89,0.53
"RandomForest",85,1,0.61,0.67,0.5,1,0.51,0.54,0.5,1,0.68,0.97,0.51,1,0.52,0.56,0.51,1,0.59,0.52,0.5,1,0.6,0.57,0.51,1,0.61,0.52,0.51,1,0.56,0.69,0.51,1,0.62,0.51,0.51,1,0.64,0.71,0.5,1,0.58,0.42,0.5,1,0.49,0.47,0.51,1,0.52,0.57,0.5,1,0.61,0.58,0.5,1,0.56,0.53,0.5,1,0.6,0.54,0.5,1,0.59,0.68,0.52,1,0.67,0.84,0.5,1,0.54,0.48,0.51,1,0.61,0.74,0.53
